owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
woocommerce-product-add-to-cart,view_cart_typography_font_weight,select,style,section_atc_button_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""view_cart_typography_typography!"":""""}",font-weight,Weight
woocommerce-product-add-to-cart,view_cart_typography_text_transform,select,style,section_atc_button_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""view_cart_typography_typography!"":""""}",text-transform,Transform
woocommerce-product-add-to-cart,view_cart_typography_font_style,select,style,section_atc_button_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""view_cart_typography_typography!"":""""}",font-style,Style
woocommerce-product-add-to-cart,view_cart_typography_text_decoration,select,style,section_atc_button_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""view_cart_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-product-add-to-cart,view_cart_typography_line_height,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""view_cart_typography_typography!"":""""}",line-height,Line Height
woocommerce-product-add-to-cart,view_cart_typography_letter_spacing,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""view_cart_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-product-add-to-cart,view_cart_typography_word_spacing,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""view_cart_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-product-add-to-cart,view_cart_spacing,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,--view-cart-spacing,Spacing
woocommerce-product-add-to-cart,show_quantity,switcher,style,section_atc_quantity_style,,pro,pro,yes,,,,Quantity
woocommerce-product-add-to-cart,spacing,slider,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""show_quantity!"":""""}",--button-spacing,Spacing
woocommerce-product-add-to-cart,quantity_typography_typography,popover_toggle,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",,Typography
woocommerce-product-add-to-cart,quantity_typography_font_family,font,style,section_atc_quantity_style,,pro,pro,,,"{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",font-family,Family
woocommerce-product-add-to-cart,quantity_typography_font_size,slider,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",font-size,Size
woocommerce-product-add-to-cart,quantity_typography_font_weight,select,style,section_atc_quantity_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",font-weight,Weight
woocommerce-product-add-to-cart,quantity_typography_text_transform,select,style,section_atc_quantity_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",text-transform,Transform
woocommerce-product-add-to-cart,quantity_typography_font_style,select,style,section_atc_quantity_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",font-style,Style
woocommerce-product-add-to-cart,quantity_typography_text_decoration,select,style,section_atc_quantity_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",text-decoration,Decoration
woocommerce-product-add-to-cart,quantity_typography_line_height,slider,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",line-height,Line Height
woocommerce-product-add-to-cart,quantity_typography_letter_spacing,slider,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",letter-spacing,Letter Spacing
woocommerce-product-add-to-cart,quantity_typography_word_spacing,slider,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""quantity_typography_typography!"":"""",""show_quantity!"":""""}",word-spacing,Word Spacing
woocommerce-product-add-to-cart,quantity_border_border,select,style,section_atc_quantity_style,,pro,pro,,"["""",""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]","{""show_quantity!"":""""}",border-style,Border Type
woocommerce-product-add-to-cart,quantity_border_width,dimensions,style,section_atc_quantity_style,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""quantity_border_border!"":["""",""none""],""show_quantity!"":""""}",border-width,Border Width
woocommerce-product-add-to-cart,quantity_border_radius,dimensions,style,section_atc_quantity_style,,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""show_quantity!"":""""}",border-radius,Border Radius
woocommerce-product-add-to-cart,quantity_padding,dimensions,style,section_atc_quantity_style,,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""show_quantity!"":""""}",padding,Padding
woocommerce-product-add-to-cart,quantity_text_color,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",color,Text Color
woocommerce-product-add-to-cart,quantity_bg_color,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",background-color,Background Color
woocommerce-product-add-to-cart,quantity_border_color,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",border-color,Border Color
woocommerce-product-add-to-cart,quantity_text_color_focus,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",color,Text Color
woocommerce-product-add-to-cart,quantity_bg_color_focus,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",background-color,Background Color
woocommerce-product-add-to-cart,quantity_border_color_focus,color,style,section_atc_quantity_style,,pro,pro,,,"{""show_quantity!"":""""}",border-color,Border Color
woocommerce-product-add-to-cart,quantity_transition,slider,style,section_atc_quantity_style,,pro,pro,"{""unit"":""px"",""size"":0.2,""sizes"":[]}",,"{""show_quantity!"":""""}",transition,Transition Duration (s)
woocommerce-product-add-to-cart,variations_width,slider,style,section_atc_variations_style,,pro,pro,"{""unit"":""%"",""size"":"""",""sizes"":[]}",,,width,Width
woocommerce-product-add-to-cart,variations_spacing,slider,style,section_atc_variations_style,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,margin-bottom,Spacing
woocommerce-product-add-to-cart,variations_space_between,slider,style,section_atc_variations_style,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,padding-top|padding-bottom,Space Between
woocommerce-product-add-to-cart,variations_label_color_focus,color,style,section_atc_variations_style,,pro,pro,,,,color,Color
woocommerce-product-add-to-cart,variations_label_typography_typography,popover_toggle,style,section_atc_variations_style,,pro,pro,,,,,Typography
woocommerce-product-add-to-cart,variations_label_typography_font_family,font,style,section_atc_variations_style,,pro,pro,,,"{""variations_label_typography_typography!"":""""}",font-family,Family
woocommerce-product-add-to-cart,variations_label_typography_font_size,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_label_typography_typography!"":""""}",font-size,Size
woocommerce-product-add-to-cart,variations_label_typography_font_weight,select,style,section_atc_variations_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""variations_label_typography_typography!"":""""}",font-weight,Weight
woocommerce-product-add-to-cart,variations_label_typography_text_transform,select,style,section_atc_variations_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""variations_label_typography_typography!"":""""}",text-transform,Transform
woocommerce-product-add-to-cart,variations_label_typography_font_style,select,style,section_atc_variations_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""variations_label_typography_typography!"":""""}",font-style,Style
woocommerce-product-add-to-cart,variations_label_typography_text_decoration,select,style,section_atc_variations_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""variations_label_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-product-add-to-cart,variations_label_typography_line_height,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_label_typography_typography!"":""""}",line-height,Line Height
woocommerce-product-add-to-cart,variations_label_typography_letter_spacing,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_label_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-product-add-to-cart,variations_label_typography_word_spacing,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_label_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-product-add-to-cart,variations_select_color,color,style,section_atc_variations_style,,pro,pro,,,,color,Color
woocommerce-product-add-to-cart,variations_select_bg_color,color,style,section_atc_variations_style,,pro,pro,,,,background-color,Background Color
woocommerce-product-add-to-cart,variations_select_border_color,color,style,section_atc_variations_style,,pro,pro,,,,border,Border Color
woocommerce-product-add-to-cart,variations_select_typography_typography,popover_toggle,style,section_atc_variations_style,,pro,pro,,,,,Typography
woocommerce-product-add-to-cart,variations_select_typography_font_family,font,style,section_atc_variations_style,,pro,pro,,,"{""variations_select_typography_typography!"":""""}",font-family,Family
woocommerce-product-add-to-cart,variations_select_typography_font_size,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_select_typography_typography!"":""""}",font-size,Size
woocommerce-product-add-to-cart,variations_select_typography_font_weight,select,style,section_atc_variations_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""variations_select_typography_typography!"":""""}",font-weight,Weight
woocommerce-product-add-to-cart,variations_select_typography_text_transform,select,style,section_atc_variations_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""variations_select_typography_typography!"":""""}",text-transform,Transform
woocommerce-product-add-to-cart,variations_select_typography_font_style,select,style,section_atc_variations_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""variations_select_typography_typography!"":""""}",font-style,Style
woocommerce-product-add-to-cart,variations_select_typography_text_decoration,select,style,section_atc_variations_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""variations_select_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-product-add-to-cart,variations_select_typography_line_height,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_select_typography_typography!"":""""}",line-height,Line Height
woocommerce-product-add-to-cart,variations_select_typography_letter_spacing,slider,style,section_atc_variations_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_select_typography_typography!"":""""}",letter-spacing,Letter Spacing
